@relation carbrands
@attribute brand {volvo,volkswagen,nissan,mazda,porsche,benz,toyota,jaguar,Ford,fiat,audi,honda,chevrolet,hyundai,jeep,chrysler,acura,BMW,tesla,subaru,cadillac,mitsubidshi,dodge}
@attribute count_words numeric
@attribute pos_words numeric
@attribute neg_words numeric
@attribute has_inverter numeric
@attribute count_intensifier numeric
@attribute que_count numeric
@attribute exc_count numeric
@attribute sentiment {positive,negative}

@data
acura,6,2,0,0,0,0,0,positive
acura,10,1,0,0,1,0,0,positive
acura,9,1,2,0,1,0,9,positive
acura,6,1,0,0,1,0,0,positive
acura,7,1,2,0,1,0,0,negative
audi,14,1,3,0,2,0,0,negative
audi,12,0,2,0,1,0,7,negative
audi,9,0,2,0,1,0,0,negative
audi,8,1,0,0,1,0,0,positive
audi,13,0,1,0,0,0,2,negative
audi,9,3,0,0,0,0,0,positive
audi,13,1,0,0,2,0,0,positive
audi,15,0,4,0,0,0,1,negative
BMW,13,0,2,0,2,0,0,negative
tesla,5,0,1,0,0,0,0,negative
tesla,6,0,1,0,0,0,0,negative
tesla,9,1,0,0,1,0,0,positive
tesla,10,2,1,0,0,0,1,positive
tesla,9,1,0,0,0,0,0,positive
tesla,10,3,0,0,0,0,0,positive
tesla,10,1,0,0,1,0,1,positive
tesla,7,1,0,0,1,0,0,positive
tesla,7,0,1,0,0,1,0,negative
tesla,9,3,0,0,1,0,0,positive
tesla,9,1,0,0,1,2,1,positive
tesla,12,1,2,0,2,0,0,negative
tesla,13,0,3,0,0,0,0,positive
tesla,8,3,0,0,1,0,1,positive
tesla,19,2,0,0,0,0,0,positive
tesla,10,1,0,0,0,0,0,positive
tesla,14,2,1,0,3,0,0,positive
tesla,14,2,1,0,3,0,0,positive
tesla,9,1,0,0,1,0,1,positive
tesla,13,1,0,0,1,0,0,positive
tesla,7,1,0,0,0,0,0,positive
tesla,11,1,0,0,0,0,1,positive
tesla,18,1,3,0,0,0,1,negative
tesla,8,3,0,0,0,0,0,positive
tesla,9,2,0,0,1,0,0,positive
tesla,16,2,2,0,0,0,0,positive
tesla,12,1,2,0,0,0,0,positive
subaru,11,1,0,0,0,0,0,positive
subaru,11,2,1,0,0,4,0,positive
subaru,8,1,0,0,0,0,4,positive
subaru,10,4,0,0,1,0,0,positive
subaru,10,0,1,0,0,0,0,positive
subaru,7,2,0,0,0,0,0,positive
subaru,12,3,0,0,0,0,0,positive
subaru,7,1,0,0,0,0,0,positive
subaru,10,0,3,0,0,0,0,negative
subaru,5,1,0,0,0,0,0,positive
subaru,5,3,0,0,1,0,3,positive
subaru,7,3,0,0,1,0,0,positive
subaru,9,3,0,0,0,0,0,positive
subaru,11,1,0,0,2,0,0,positive
subaru,6,2,0,0,0,0,1,positive
subaru,6,1,0,0,0,0,0,positive
subaru,8,1,1,0,0,0,0,negative
subaru,5,1,0,0,0,0,0,positive
subaru,9,1,0,0,0,8,2,positive
subaru,7,1,0,0,1,0,3,positive
subaru,7,1,0,0,0,2,0,positive
subaru,7,1,1,1,1,0,0,negative
subaru,6,0,2,0,1,0,0,negative
subaru,10,3,0,0,0,1,0,positive
subaru,5,1,0,0,0,0,0,positive
subaru,10,1,0,0,1,0,0,positive
subaru,10,2,0,0,0,0,0,positive
subaru,13,3,0,0,2,0,0,positive
cadillac,8,1,0,0,1,0,0,positive
cadillac,4,1,0,0,0,0,0,positive
cadillac,9,1,0,0,0,0,0,positive
cadillac,9,3,0,0,2,0,0,positive
cadillac,11,1,1,0,0,4,0,positive
cadillac,10,0,3,0,0,0,2,positive
cadillac,4,2,0,0,0,0,0,positive
cadillac,4,1,0,0,0,0,0,positive
cadillac,10,2,0,0,1,0,0,positive
cadillac,13,4,0,0,2,0,1,positive
cadillac,4,2,0,0,1,0,0,positive
cadillac,8,1,0,0,0,0,0,positive
cadillac,10,1,1,0,1,0,3,positive
cadillac,7,1,0,0,0,0,1,positive
cadillac,11,0,1,0,0,0,0,negative
cadillac,5,1,0,0,2,0,0,positive
jeep,5,0,1,0,0,0,0,negative
jeep,11,3,1,0,0,0,0,positive
jeep,12,0,1,0,0,0,0,negative
jeep,10,2,0,0,0,0,0,positive
jeep,12,1,3,0,0,0,1,negative
jeep,8,0,3,0,0,0,0,negative
jeep,10,0,2,1,0,0,0,positive
jeep,17,1,0,0,0,0,0,positive
jeep,5,2,0,0,1,0,2,positive
jeep,6,1,0,0,2,0,0,positive
jeep,10,3,0,0,1,0,0,positive
jeep,8,2,0,0,0,0,0,positive
jeep,7,3,0,0,2,0,0,positive
jeep,15,0,2,1,0,0,0,negative
jeep,12,0,2,0,0,0,0,negative
jeep,12,1,0,0,1,0,0,positive
jeep,7,0,1,0,0,0,0,negative
jeep,9,0,1,0,1,0,0,negative
jeep,9,1,0,0,2,0,0,positive
jeep,16,3,1,0,1,0,0,negative
jeep,12,1,0,0,1,0,0,positive
jeep,15,1,1,0,0,0,0,negative
jeep,9,1,1,0,1,0,0,positive
jeep,7,1,0,0,0,0,0,positive
jeep,4,0,1,0,0,0,0,negative
mitsubidshi,12,5,0,0,0,1,1,positive
mitsubidshi,14,2,0,0,1,0,0,positive
mitsubidshi,14,0,2,0,0,0,0,negative
mitsubidshi,8,0,2,0,0,0,1,positive
mitsubidshi,7,1,1,0,1,0,0,positive
mitsubidshi,8,0,1,0,1,0,0,negative
mitsubidshi,9,3,0,0,0,0,0,positive
mitsubidshi,4,1,0,0,0,0,1,positive
mitsubidshi,15,2,0,0,1,0,0,positive
honda,17,1,1,0,0,0,0,negative
honda,10,4,0,0,0,0,0,positive
honda,12,1,0,0,0,0,0,positive
honda,21,1,2,0,0,0,0,negative
honda,10,0,1,0,0,0,0,negative
honda,7,0,2,0,0,0,0,negative
honda,8,0,1,0,0,0,0,negative
honda,9,2,2,0,0,0,0,negative
honda,16,0,2,0,0,0,0,negative
honda,9,0,1,0,0,0,1,negative
BMW,10,1,0,0,0,0,0,positive
BMW,13,0,2,0,0,0,0,negative
BMW,15,2,2,0,1,0,3,negative
BMW,16,0,1,0,0,0,0,negative
BMW,5,1,0,0,0,0,0,positive
BMW,4,1,0,0,0,0,0,positive
BMW,16,4,0,0,2,0,0,positive
BMW,4,1,0,0,1,0,1,positive
BMW,5,1,0,0,0,0,0,positive
BMW,10,0,3,0,0,0,0,negative
BMW,10,0,1,0,0,0,0,negative
BMW,17,4,0,0,0,0,2,positive
BMW,10,1,0,0,0,0,1,positive
BMW,8,1,0,0,0,0,1,positive
BMW,13,4,0,0,2,0,0,positive
BMW,10,1,2,0,0,0,0,negative
BMW,5,1,0,0,0,0,0,positive
dodge,10,0,2,0,0,0,0,negative
dodge,7,1,0,0,0,0,3,positive
jaguar,9,1,0,0,0,0,0,positive
jaguar,9,1,0,0,1,0,0,positive
jaguar,14,1,0,0,0,0,1,positive
jaguar,11,5,0,0,0,0,0,positive
jaguar,11,3,0,0,0,0,0,positive
